,don_id,date,ppe,qty,don_req_id
1243,don389,2020-04-25 13:55:43.942000+00:00,faceShields,10.0,389
1246,don390,2020-04-25 14:42:13.646000+00:00,surgicalMasks,95.0,390
1244,don391,2020-04-25 14:50:15.252000+00:00,surgicalMasks,500.0,391
1242,don392,2020-04-25 15:46:47.831000+00:00,surgicalMasks,500.0,392
1090,don393,2020-04-25 16:50:05.463000+00:00,handmadeMasks,200.0,393
1091,don394,2020-04-25 17:47:04.679000+00:00,surgicalMasks,50.0,394
1089,don395,2020-04-25 18:28:14.295000+00:00,surgicalMasks,200.0,395
1088,don396,2020-04-25 18:48:35.268000+00:00,handmadeMasks,10.0,396
936,don397,2020-04-25 19:15:17.656000+00:00,respirators,250.0,397
935,don398,2020-04-25 19:44:44.538000+00:00,handSanitizer,6.0,398
932,don399,2020-04-25 20:21:11.157000+00:00,handmadeMasks,500.0,399
934,don400,2020-04-25 20:53:15.772000+00:00,respirators,50.0,400
933,don401,2020-04-25 21:39:31.924000+00:00,handmadeMasks,50.0,401
763,don402,2020-04-25 21:49:50.976000+00:00,faceShields,50.0,402
761,don403,2020-04-25 23:04:11.391000+00:00,respirators,480.0,403
762,don404,2020-04-26 01:15:01.543000+00:00,handmadeMasks,25.0,404
764,don405,2020-04-26 01:27:53.431000+00:00,nitrileGloves,600.0,405
605,don407,2020-04-26 02:04:11.315000+00:00,handSanitizer,2.0,406
607,don407,2020-04-26 02:04:11.315000+00:00,disinfectingWipes,100.0,407
608,don409,2020-04-26 03:41:45.980000+00:00,surgicalMasks,75.0,408
604,don409,2020-04-26 03:41:45.980000+00:00,respirators,15.0,409
606,don410,2020-04-26 04:04:33.215000+00:00,safetyGoggles,2.0,410
461,don411,2020-04-26 04:55:06.992000+00:00,surgicalMasks,300.0,411
462,don412,2020-04-26 14:11:07.541000+00:00,respirators,10.0,412
319,don414,2020-04-26 15:27:20.151000+00:00,surgicalMasks,88.0,413
460,don414,2020-04-26 15:27:20.151000+00:00,respirators,10.0,414
318,don417,2020-04-26 15:48:32.601000+00:00,surgicalMasks,150.0,415
320,don417,2020-04-26 15:48:32.601000+00:00,faceShields,180.0,416
321,don417,2020-04-26 15:48:32.601000+00:00,respirators,400.0,417
1617,don418,2020-04-26 18:23:01.012000+00:00,faceShields,50.0,418
1618,don419,2020-04-26 19:16:13.944000+00:00,faceShields,80.0,419
1619,don421,2020-04-26 19:40:50.841000+00:00,surgicalMasks,100.0,420
1620,don421,2020-04-26 19:40:50.841000+00:00,respirators,150.0,421
1482,don423,2020-04-26 20:24:35.376000+00:00,respirators,10.0,422
1484,don423,2020-04-26 20:24:35.376000+00:00,surgicalMasks,60.0,423
1483,don424,2020-04-26 21:30:31.174000+00:00,faceShields,50.0,424
1486,don425,2020-04-27 00:27:09.674000+00:00,faceShields,40.0,425
1342,don426,2020-04-27 00:28:01.881000+00:00,handmadeMasks,20.0,426
1341,don427,2020-04-27 00:56:46.149000+00:00,faceShields,1000.0,427
1190,don428,2020-04-27 01:15:21.195000+00:00,respirators,250000.0,428
1191,don429,2020-04-27 01:20:17.764000+00:00,surgicalMasks,50.0,429
1188,don430,2020-04-27 02:51:18.792000+00:00,handmadeMasks,5.0,430
1037,don431,2020-04-27 04:19:57.161000+00:00,faceShields,100.0,431
1036,don432,2020-04-27 07:07:19.243000+00:00,faceShields,500.0,432
1038,don433,2020-04-27 13:54:02.759000+00:00,respirators,300.0,433
1035,don434,2020-04-27 14:21:14.458000+00:00,faceShields,100.0,434
865,don435,2020-04-27 15:09:01.589000+00:00,respirators,8.0,435
866,don436,2020-04-27 15:21:55.925000+00:00,handSanitizer,2.0,436
864,don437,2020-04-27 15:59:23.652000+00:00,faceShields,100.0,437
703,don439,2020-04-27 16:16:53.381000+00:00,handSanitizer,2.0,438
867,don439,2020-04-27 16:16:53.381000+00:00,respirators,30.0,439
704,don440,2020-04-27 16:20:52.803000+00:00,surgicalMasks,90.0,440
701,don441,2020-04-27 16:43:00.861000+00:00,respirators,12.0,441
702,don442,2020-04-27 17:14:44.612000+00:00,respirators,1000.0,442
541,don443,2020-04-27 18:10:26.583000+00:00,respirators,60.0,443
540,don444,2020-04-27 18:12:24.514000+00:00,surgicalMasks,50.0,444
542,don445,2020-04-27 18:19:59.207000+00:00,handSanitizer,50.0,445
398,don446,2020-04-27 18:55:26.338000+00:00,surgicalMasks,70.0,446
397,don447,2020-04-27 19:01:13.298000+00:00,respirators,120.0,447
399,don449,2020-04-27 19:03:28.810000+00:00,respirators,50.0,448
400,don449,2020-04-27 19:03:28.810000+00:00,surgicalMasks,2000.0,449
264,don451,2020-04-27 19:03:28.899000+00:00,respirators,50.0,450
261,don451,2020-04-27 19:03:28.899000+00:00,surgicalMasks,2000.0,451
260,don452,2020-04-27 19:04:07.208000+00:00,surgicalMasks,70000.0,452
263,don453,2020-04-27 19:09:57.120000+00:00,handmadeMasks,400.0,453
262,don455,2020-04-27 19:21:48.780000+00:00,respirators,260.0,454
134,don455,2020-04-27 19:21:48.780000+00:00,surgicalMasks,400.0,455
136,don456,2020-04-27 19:29:31.558000+00:00,faceShields,1.0,456
133,don457,2020-04-27 19:49:31.349000+00:00,handmadeMasks,44.0,457
135,don458,2020-04-27 19:54:56.984000+00:00,handmadeMasks,200.0,458
1570,don459,2020-04-27 20:12:21.758000+00:00,faceShields,100.0,459
1571,don460,2020-04-27 20:28:38.080000+00:00,faceShields,100.0,460
1568,don461,2020-04-27 20:33:57.914000+00:00,handmadeMasks,50.0,461
1569,don462,2020-04-27 20:54:25.209000+00:00,surgicalMasks,100.0,462
1567,don463,2020-04-27 21:02:46.139000+00:00,surgicalMasks,40.0,463
1439,don464,2020-04-27 22:09:13.043000+00:00,surgicalMasks,50.0,464
1438,don465,2020-04-27 22:23:49.778000+00:00,faceShields,10.0,465
1440,don466,2020-04-27 23:10:52.811000+00:00,faceShields,40.0,466
1295,don467,2020-04-28 00:50:50.946000+00:00,surgicalMasks,950.0,467
1293,don468,2020-04-28 02:24:49.883000+00:00,respirators,100.0,468
1294,don469,2020-04-28 02:27:12.549000+00:00,handmadeMasks,2000.0,469
1139,don471,2020-04-28 02:47:24.727000+00:00,disinfectingWipes,1.0,470
1297,don471,2020-04-28 02:47:24.727000+00:00,gowns,1.0,471
1142,don472,2020-04-28 03:30:24.304000+00:00,handmadeMasks,200.0,472
986,don474,2020-04-28 04:09:44.416000+00:00,surgicalCaps,5.0,473
1141,don474,2020-04-28 04:09:44.416000+00:00,faceShields,2.0,474
988,don475,2020-04-28 05:07:06.674000+00:00,faceShields,100.0,475
661,don476,2020-04-28 08:09:43.266000+00:00,handmadeMasks,50.0,476
659,don477,2020-04-28 10:14:36.982000+00:00,handmadeMasks,35.0,477
658,don478,2020-04-28 14:00:29.647000+00:00,safetyGoggles,2.0,478
660,don479,2020-04-28 14:01:32.941000+00:00,safetyGlasses,2.0,479
499,don480,2020-04-28 14:06:33.223000+00:00,safetyGlasses,1.0,480
503,don481,2020-04-28 14:30:37.854000+00:00,surgicalMasks,28.0,481
502,don482,2020-04-28 15:25:02.315000+00:00,faceShields,100.0,482
500,don483,2020-04-28 15:26:29.656000+00:00,faceShields,500.0,483
361,don484,2020-04-28 16:00:20.197000+00:00,faceShields,100.0,484
362,don485,2020-04-28 16:25:58.424000+00:00,respirators,50000.0,485
360,don486,2020-04-28 16:57:27.173000+00:00,respirators,150.0,486
363,don487,2020-04-28 17:14:21.431000+00:00,respirators,750.0,487
221,don488,2020-04-28 17:35:07.210000+00:00,safetyGoggles,500.0,488
100,don494,2020-04-28 17:38:48.013000+00:00,surgicalCaps,2000.0,489
222,don494,2020-04-28 17:38:48.013000+00:00,safetyGlasses,30.0,490
223,don494,2020-04-28 17:38:48.013000+00:00,disposableBooties,1000.0,491
224,don494,2020-04-28 17:38:48.013000+00:00,gowns,600.0,492
220,don494,2020-04-28 17:38:48.013000+00:00,nitrileGloves,1200.0,493
97,don494,2020-04-28 17:38:48.013000+00:00,coveralls,200.0,494
98,don495,2020-04-28 17:45:57.277000+00:00,gowns,200000.0,495
99,don496,2020-04-28 18:03:22.100000+00:00,handmadeMasks,50.0,496
1527,don497,2020-04-28 19:14:50.502000+00:00,respirators,1.0,497
1528,don498,2020-04-28 19:44:37.864000+00:00,respirators,2.0,498
1362,don499,2020-04-28 20:59:18.262000+00:00,surgicalMasks,2.0,499
1222,don500,2020-04-28 21:01:27.485000+00:00,faceShields,15.0,500
1219,don501,2020-04-28 21:05:23.391000+00:00,safetyGoggles,1.0,501
1221,don502,2020-04-28 21:09:24.017000+00:00,surgicalMasks,50.0,502
1066,don503,2020-04-28 21:29:49.514000+00:00,safetyGlasses,1.0,503
1068,don505,2020-04-28 21:50:36.073000+00:00,handmadeMasks,100.0,504
1067,don505,2020-04-28 21:50:36.073000+00:00,faceShields,100.0,505
1069,don506,2020-04-28 21:53:57.544000+00:00,surgicalMasks,1000.0,506
906,don507,2020-04-28 22:02:40.316000+00:00,faceShields,350.0,507
907,don508,2020-04-28 22:20:53.906000+00:00,faceShields,100.0,508
737,don509,2020-04-28 23:57:34.292000+00:00,nitrileGloves,200.0,509
735,don510,2020-04-29 00:22:09.737000+00:00,nitrileGloves,200.0,510
576,don511,2020-04-29 02:32:00.218000+00:00,handmadeMasks,20.0,511
577,don512,2020-04-29 03:40:39.602000+00:00,surgicalMasks,150.0,512
580,don513,2020-04-29 04:27:51.089000+00:00,handmadeMasks,55.0,513
432,don514,2020-04-29 13:20:37.100000+00:00,handmadeMasks,100.0,514
434,don515,2020-04-29 16:30:44.398000+00:00,handmadeMasks,100.0,515
433,don516,2020-04-29 16:37:52.511000+00:00,respirators,200.0,516
435,don517,2020-04-29 17:04:31.050000+00:00,respirators,40.0,517
301,don518,2020-04-29 17:04:31.145000+00:00,respirators,40.0,518
297,don519,2020-04-29 17:11:55.147000+00:00,faceShields,625.0,519
300,don520,2020-04-29 17:15:52.469000+00:00,faceShields,100.0,520
299,don521,2020-04-29 17:50:10.441000+00:00,faceShields,50.0,521
298,don522,2020-04-29 19:07:05.010000+00:00,nitrileGloves,16.0,522
169,don523,2020-04-29 19:36:08.551000+00:00,faceShields,100.0,523
168,don524,2020-04-29 20:17:41.194000+00:00,faceShields,50.0,524
166,don525,2020-04-29 20:25:57.903000+00:00,surgicalMasks,10000.0,525
1603,don526,2020-04-29 20:52:33.090000+00:00,handmadeMasks,30.0,526
1604,don527,2020-04-29 21:55:48.517000+00:00,surgicalMasks,200.0,527
1607,don528,2020-04-29 22:26:26.494000+00:00,handmadeMasks,30.0,528
1606,don529,2020-04-29 23:06:15.874000+00:00,faceShields,35.0,529
1469,don530,2020-04-29 23:10:11.073000+00:00,faceShields,35.0,530
1471,don533,2020-04-30 01:11:18.834000+00:00,safetyGoggles,3.0,531
1470,don533,2020-04-30 01:11:18.834000+00:00,thermometers,1.0,532
1468,don533,2020-04-30 01:11:18.834000+00:00,surgicalMasks,50.0,533
1320,don534,2020-04-30 02:14:13.382000+00:00,disinfectingWipes,3.0,534
1321,don535,2020-04-30 02:54:04.468000+00:00,surgicalMasks,100.0,535
1161,don537,2020-04-30 11:37:22.947000+00:00,gowns,30.0,536
1162,don537,2020-04-30 11:37:22.947000+00:00,safetyGlasses,30.0,537
1160,don538,2020-04-30 13:34:11.509000+00:00,faceShields,35.0,538
1159,don539,2020-04-30 14:41:27.828000+00:00,faceShields,200.0,539
1163,don540,2020-04-30 14:41:27.838000+00:00,faceShields,200.0,540
1009,don541,2020-04-30 16:28:23.948000+00:00,disposableBooties,500.0,541
1010,don542,2020-04-30 18:16:20.846000+00:00,handmadeMasks,100.0,542
1008,don543,2020-04-30 18:53:20.164000+00:00,faceShields,50.0,543
836,don544,2020-04-30 19:22:19.989000+00:00,nitrileGloves,100.0,544
834,don545,2020-04-30 19:34:52.716000+00:00,respirators,1500.0,545
835,don546,2020-04-30 20:09:23.576000+00:00,handmadeMasks,3000.0,546
837,don548,2020-04-30 21:18:32.397000+00:00,respirators,100000.0,547
675,don548,2020-04-30 21:18:32.397000+00:00,faceShields,2000.0,548
104,don549,2020-04-30 21:44:30.437000+00:00,handmadeMasks,20000.0,549
105,don551,2020-04-30 22:17:30.292000+00:00,faceShields,20.0,550
106,don551,2020-04-30 22:17:30.292000+00:00,handmadeMasks,39.0,551
1538,don552,2020-05-01 00:31:42.598000+00:00,faceShields,2000.0,552
1539,don553,2020-05-01 00:43:47.309000+00:00,surgicalMasks,50.0,553
1537,don554,2020-05-01 01:17:18.917000+00:00,handmadeMasks,25.0,554
1109,don569,2020-05-01 08:19:55.992000+00:00,thermometers,10000000.0,555
1108,don569,2020-05-01 08:19:55.992000+00:00,handSanitizer,10000000.0,556
1107,don569,2020-05-01 08:19:55.992000+00:00,coveralls,10000000.0,557
1106,don569,2020-05-01 08:19:55.992000+00:00,disinfectingWipes,10000000.0,558
1105,don569,2020-05-01 08:19:55.992000+00:00,surgicalCaps,10000000.0,559
1264,don569,2020-05-01 08:19:55.992000+00:00,gowns,10000000.0,560
950,don569,2020-05-01 08:19:55.992000+00:00,babyMonitors,10000000.0,561
1404,don569,2020-05-01 08:19:55.992000+00:00,faceShields,10000000.0,562
948,don569,2020-05-01 08:19:55.992000+00:00,faceShields,10000000.0,563
1403,don569,2020-05-01 08:19:55.992000+00:00,respirators,1000000.0,564
1405,don569,2020-05-01 08:19:55.992000+00:00,safetyGoggles,10000000.0,565
1406,don569,2020-05-01 08:19:55.992000+00:00,surgicalMasks,10000000.0,566
1262,don569,2020-05-01 08:19:55.992000+00:00,nitrileGloves,10000000.0,567
1263,don569,2020-05-01 08:19:55.992000+00:00,disposableBooties,10000000.0,568
1265,don569,2020-05-01 08:19:55.992000+00:00,safetyGlasses,10000000.0,569
947,don570,2020-05-01 14:18:27.873000+00:00,babyMonitors,1.0,570
946,don571,2020-05-01 14:19:13.092000+00:00,babyMonitors,1.0,571
783,don572,2020-05-01 14:26:28.952000+00:00,handmadeMasks,70.0,572
780,don573,2020-05-01 14:53:46.887000+00:00,handmadeMasks,25.0,573
781,don574,2020-05-01 15:55:36.519000+00:00,surgicalMasks,100.0,574
782,don576,2020-05-01 16:23:32.022000+00:00,respirators,300.0,575
624,don576,2020-05-01 16:23:32.022000+00:00,surgicalMasks,300.0,576
928,don577,2020-05-01 16:52:48.593000+00:00,handmadeMasks,20.0,577
930,don578,2020-05-01 17:21:45.794000+00:00,surgicalMasks,50.0,578
931,don579,2020-05-01 20:02:55.818000+00:00,handmadeMasks,25.0,579
758,don582,2020-05-01 20:23:17.015000+00:00,surgicalMasks,50.0,580
759,don582,2020-05-01 20:23:17.015000+00:00,handSanitizer,1.0,581
757,don582,2020-05-01 20:23:17.015000+00:00,nitrileGloves,200.0,582
760,don583,2020-05-01 21:51:30.471000+00:00,faceShields,10000.0,583
756,don584,2020-05-01 22:02:54.238000+00:00,surgicalMasks,9.0,584
603,don585,2020-05-01 22:26:50.093000+00:00,faceShields,75.0,585
602,don586,2020-05-01 23:38:52.774000+00:00,respirators,800.0,586
454,don588,2020-05-02 00:33:16.543000+00:00,safetyGlasses,2685.0,587
601,don588,2020-05-02 00:33:16.543000+00:00,safetyGoggles,4270.0,588
457,don589,2020-05-02 02:52:52.772000+00:00,nitrileGloves,200.0,589
458,don590,2020-05-02 05:28:45.811000+00:00,handmadeMasks,25.0,590
316,don591,2020-05-02 08:08:44.461000+00:00,handmadeMasks,300.0,591
1137,don592,2020-05-02 15:06:18.130000+00:00,surgicalMasks,112.0,592
983,don595,2020-05-02 15:27:18.128000+00:00,respirators,30.0,593
980,don595,2020-05-02 15:27:18.128000+00:00,nitrileGloves,100.0,594
982,don595,2020-05-02 15:27:18.128000+00:00,surgicalMasks,130.0,595
979,don596,2020-05-02 15:37:40.333000+00:00,surgicalMasks,40.0,596
981,don600,2020-05-02 17:11:06.374000+00:00,surgicalMasks,1000000.0,597
814,don600,2020-05-02 17:11:06.374000+00:00,faceShields,1000000.0,598
811,don600,2020-05-02 17:11:06.374000+00:00,gowns,500000.0,599
813,don600,2020-05-02 17:11:06.374000+00:00,coveralls,500000.0,600
810,don602,2020-05-02 17:11:17.407000+00:00,surgicalMasks,9.0,601
812,don602,2020-05-02 17:11:17.407000+00:00,respirators,9.0,602
656,don604,2020-05-02 18:13:13.901000+00:00,faceShields,1.0,603
655,don604,2020-05-02 18:13:13.901000+00:00,surgicalMasks,10.0,604
498,don605,2020-05-02 19:37:48.547000+00:00,handmadeMasks,30.0,605
496,don606,2020-05-02 22:45:51.152000+00:00,handmadeMasks,18.0,606
494,don609,2020-05-03 01:02:57.920000+00:00,handSanitizer,2.0,607
495,don609,2020-05-03 01:02:57.920000+00:00,disinfectingWipes,2.0,608
497,don609,2020-05-03 01:02:57.920000+00:00,disposableBooties,1.0,609
355,don612,2020-05-03 12:52:46.392000+00:00,faceShields,5009.0,610
356,don612,2020-05-03 12:52:46.392000+00:00,surgicalMasks,5000.0,611
358,don612,2020-05-03 12:52:46.392000+00:00,respirators,5000.0,612
357,don613,2020-05-03 16:04:39.788000+00:00,surgicalMasks,50.0,613
218,don614,2020-05-03 17:36:32.301000+00:00,coveralls,80.0,614
217,don615,2020-05-03 18:02:04.290000+00:00,surgicalMasks,1850.0,615
93,don616,2020-05-03 18:45:14.757000+00:00,handmadeMasks,100.0,616
92,don617,2020-05-03 19:16:24.014000+00:00,handmadeMasks,300.0,617
96,don618,2020-05-03 19:32:52.129000+00:00,respirators,50.0,618
94,don619,2020-05-03 19:50:31.810000+00:00,respirators,500.0,619
1525,don620,2020-05-03 19:53:51.289000+00:00,respirators,200.0,620
1526,don621,2020-05-03 22:13:56.920000+00:00,handmadeMasks,50.0,621
1524,don622,2020-05-03 23:08:02.519000+00:00,faceShields,14.0,622
1397,don625,2020-05-03 23:51:54.652000+00:00,surgicalMasks,100.0,623
1523,don625,2020-05-03 23:51:54.652000+00:00,respirators,150.0,624
1396,don625,2020-05-03 23:51:54.652000+00:00,safetyGoggles,120.0,625
1393,don626,2020-05-04 01:05:57.645000+00:00,handmadeMasks,3.0,626
1394,don627,2020-05-04 02:50:49.027000+00:00,faceShields,50.0,627
1218,don628,2020-05-04 03:32:53.585000+00:00,faceShields,2.0,628
1216,don631,2020-05-04 03:58:40.602000+00:00,surgicalMasks,50.0,629
1214,don631,2020-05-04 03:58:40.602000+00:00,gowns,1.0,630
1217,don631,2020-05-04 03:58:40.602000+00:00,safetyGlasses,1.0,631
1215,don632,2020-05-04 17:06:36.578000+00:00,faceShields,3000.0,632
1063,don633,2020-05-04 19:09:21.836000+00:00,respirators,200.0,633
1064,don634,2020-05-04 19:36:18.148000+00:00,faceShields,50.0,634
1065,don635,2020-05-04 20:39:39.172000+00:00,nitrileGloves,50.0,635
902,don636,2020-05-04 20:43:13.305000+00:00,handmadeMasks,50.0,636
900,don637,2020-05-04 20:50:57.611000+00:00,nitrileGloves,1.0,637
899,don638,2020-05-04 21:32:15.388000+00:00,handmadeMasks,25.0,638
898,don639,2020-05-04 22:04:34.569000+00:00,handmadeMasks,50.0,639
731,don640,2020-05-04 22:26:38.725000+00:00,handmadeMasks,70.0,640
730,don641,2020-05-04 22:30:08.972000+00:00,respirators,250.0,641
572,don644,2020-05-04 22:30:26.021000+00:00,coveralls,20.0,642
733,don644,2020-05-04 22:30:26.021000+00:00,surgicalMasks,20000.0,643
732,don644,2020-05-04 22:30:26.021000+00:00,respirators,100000.0,644
575,don645,2020-05-04 22:47:54.962000+00:00,surgicalMasks,350.0,645
573,don646,2020-05-05 01:30:08.818000+00:00,faceShields,20000.0,646
574,don647,2020-05-05 12:53:15.151000+00:00,handmadeMasks,50.0,647
431,don648,2020-05-05 12:59:54.718000+00:00,surgicalMasks,950.0,648
427,don649,2020-05-05 18:18:48.258000+00:00,handmadeMasks,2000.0,649
430,don651,2020-05-05 18:45:36.799000+00:00,respirators,50.0,650
428,don651,2020-05-05 18:45:36.799000+00:00,surgicalMasks,100.0,651
429,don652,2020-05-05 19:42:08.783000+00:00,surgicalMasks,200.0,652
294,don653,2020-05-05 20:32:27.809000+00:00,handmadeMasks,10000.0,653
293,don654,2020-05-05 22:23:33.029000+00:00,handmadeMasks,2000.0,654
296,don655,2020-05-05 23:36:44.009000+00:00,faceShields,50.0,655
295,don656,2020-05-05 23:43:28.735000+00:00,surgicalMasks,50.0,656
165,don657,2020-05-06 02:15:07.509000+00:00,faceShields,250.0,657
161,don658,2020-05-06 14:52:01.229000+00:00,faceShields,10.0,658
164,don659,2020-05-06 14:56:15.554000+00:00,faceShields,40.0,659
1602,don660,2020-05-06 15:24:12.931000+00:00,nitrileGloves,300.0,660
1599,don661,2020-05-06 18:42:27.511000+00:00,faceShields,2000.0,661
1601,don663,2020-05-06 21:37:58.622000+00:00,surgicalMasks,40.0,662
1598,don663,2020-05-06 21:37:58.622000+00:00,safetyGoggles,1.0,663
1465,don664,2020-05-07 00:02:34.861000+00:00,surgicalMasks,500.0,664
1464,don665,2020-05-07 04:02:19.366000+00:00,respirators,30000.0,665
1466,don666,2020-05-07 04:05:28.172000+00:00,respirators,30000.0,666
1463,don667,2020-05-07 06:08:37.932000+00:00,handmadeMasks,60.0,667
478,don670,2020-05-07 12:08:23.154000+00:00,faceShields,10000.0,668
475,don670,2020-05-07 12:08:23.154000+00:00,nitrileGloves,100000.0,669
1317,don670,2020-05-07 12:08:23.154000+00:00,respirators,40000.0,670
477,don672,2020-05-07 15:29:26.960000+00:00,disposableBooties,500.0,671
476,don672,2020-05-07 15:29:26.960000+00:00,safetyGoggles,50.0,672
336,don673,2020-05-07 16:08:20.335000+00:00,handmadeMasks,200.0,673
338,don674,2020-05-07 17:01:11.587000+00:00,faceShields,3500.0,674
201,don677,2020-05-07 19:27:04.955000+00:00,nitrileGloves,3900.0,675
202,don677,2020-05-07 19:27:04.955000+00:00,faceShields,90.0,676
337,don677,2020-05-07 19:27:04.955000+00:00,surgicalMasks,100.0,677
203,don678,2020-05-07 19:58:43.773000+00:00,surgicalMasks,100.0,678
200,don679,2020-05-07 20:56:23.836000+00:00,respirators,2500.0,679
199,don680,2020-05-07 21:30:23.449000+00:00,faceShields,200000.0,680
75,don681,2020-05-08 00:25:50.047000+00:00,surgicalMasks,2000.0,681
73,don683,2020-05-08 20:32:22.522000+00:00,faceShields,560.0,682
76,don683,2020-05-08 20:32:22.522000+00:00,safetyGoggles,200.0,683
72,don684,2020-05-09 10:01:11.121000+00:00,handmadeMasks,30.0,684
74,don685,2020-05-09 13:55:08.585000+00:00,coveralls,96.0,685
1507,don686,2020-05-09 14:32:16.016000+00:00,handmadeMasks,40.0,686
1508,don687,2020-05-09 20:52:18.377000+00:00,faceShields,20.0,687
1506,don688,2020-05-10 02:52:54.409000+00:00,handmadeMasks,250.0,688
1509,don689,2020-05-10 18:14:24.468000+00:00,handmadeMasks,20.0,689
1377,don690,2020-05-10 19:37:54.822000+00:00,surgicalMasks,1200.0,690
1374,don691,2020-05-11 12:35:28.748000+00:00,handmadeMasks,30.0,691
1378,don692,2020-05-11 13:28:00.227000+00:00,respirators,2000.0,692
1376,don693,2020-05-11 14:42:57.360000+00:00,faceShields,500.0,693
1375,don694,2020-05-11 15:44:22.614000+00:00,respirators,2000.0,694
1240,don695,2020-05-11 18:17:26.741000+00:00,surgicalMasks,2000.0,695
1239,don697,2020-05-11 18:43:58.853000+00:00,nitrileGloves,4.0,696
1238,don697,2020-05-11 18:43:58.853000+00:00,disposableBooties,4.0,697
1241,don698,2020-05-11 19:42:42.898000+00:00,faceShields,100.0,698
1087,don699,2020-05-11 20:59:59.688000+00:00,handmadeMasks,3000.0,699
1085,don702,2020-05-11 21:59:54.110000+00:00,coveralls,100.0,700
1084,don702,2020-05-11 21:59:54.110000+00:00,faceShields,1000.0,701
1083,don702,2020-05-11 21:59:54.110000+00:00,surgicalMasks,3200.0,702
1086,don703,2020-05-12 00:12:50.092000+00:00,respirators,600.0,703
927,don704,2020-05-12 03:08:51.471000+00:00,handmadeMasks,100.0,704
925,don705,2020-05-12 04:31:37.265000+00:00,surgicalMasks,50.0,705
755,don706,2020-05-12 12:02:14.633000+00:00,handmadeMasks,70.0,706
753,don707,2020-05-12 14:13:54.110000+00:00,faceShields,10.0,707
752,don708,2020-05-12 14:38:30.276000+00:00,faceShields,1500.0,708
597,don709,2020-05-12 15:04:20.019000+00:00,handSanitizer,500.0,709
595,don712,2020-05-12 16:13:00.242000+00:00,safetyGoggles,6.0,710
598,don712,2020-05-12 16:13:00.242000+00:00,coveralls,6.0,711
596,don712,2020-05-12 16:13:00.242000+00:00,surgicalMasks,600.0,712
453,don713,2020-05-12 18:14:29.543000+00:00,faceShields,200.0,713
450,don714,2020-05-12 18:55:10.400000+00:00,surgicalMasks,50.0,714
452,don715,2020-05-12 19:04:01.931000+00:00,handmadeMasks,19.0,715
313,don716,2020-05-12 19:23:08.690000+00:00,faceShields,60.0,716
312,don717,2020-05-12 19:26:26.678000+00:00,faceShields,500.0,717
315,don718,2020-05-12 19:40:51.479000+00:00,respirators,50.0,718
311,don719,2020-05-12 19:49:45.197000+00:00,faceShields,1386.0,719
314,don720,2020-05-12 20:34:11.305000+00:00,faceShields,90.0,720
178,don722,2020-05-12 21:00:19.547000+00:00,respirators,100000.0,721
176,don722,2020-05-12 21:00:19.547000+00:00,surgicalMasks,100000.0,722
177,don723,2020-05-12 21:03:00.827000+00:00,faceShields,50.0,723
175,don724,2020-05-12 21:13:57.019000+00:00,handmadeMasks,100.0,724
1615,don725,2020-05-12 21:20:20.835000+00:00,respirators,5.0,725
1612,don726,2020-05-12 21:21:31.843000+00:00,respirators,50.0,726
1616,don728,2020-05-12 21:23:24.298000+00:00,respirators,1.0,727
1613,don728,2020-05-12 21:23:24.298000+00:00,nitrileGloves,50.0,728
1614,don729,2020-05-12 21:24:39.769000+00:00,respirators,5.0,729
1477,don730,2020-05-12 21:26:16.069000+00:00,respirators,15.0,730
1480,don731,2020-05-12 21:26:32.285000+00:00,coveralls,50.0,731
1479,don732,2020-05-12 21:28:06.027000+00:00,respirators,2.0,732
1481,don733,2020-05-12 21:29:13.826000+00:00,respirators,50.0,733
1478,don734,2020-05-12 21:39:27.023000+00:00,handmadeMasks,30.0,734
1339,don735,2020-05-13 01:57:50.598000+00:00,respirators,20000.0,735
492,don736,2020-05-13 02:05:36.732000+00:00,respirators,100.0,736
493,don737,2020-05-13 02:30:12.631000+00:00,handmadeMasks,25.0,737
491,don738,2020-05-13 02:32:27.795000+00:00,handmadeMasks,25.0,738
353,don739,2020-05-13 05:12:33.342000+00:00,faceShields,200.0,739
350,don740,2020-05-13 05:16:48.126000+00:00,faceShields,200.0,740
352,don741,2020-05-13 07:26:25.071000+00:00,handmadeMasks,50.0,741
354,don742,2020-05-13 10:42:08.176000+00:00,handmadeMasks,27.0,742
213,don743,2020-05-13 15:00:36.723000+00:00,faceShields,20.0,743
212,don744,2020-05-13 15:04:07.690000+00:00,surgicalMasks,400.0,744
214,don745,2020-05-13 16:16:50.891000+00:00,handmadeMasks,30.0,745
91,don746,2020-05-13 16:22:08.326000+00:00,handmadeMasks,1100.0,746
88,don747,2020-05-13 17:06:21.641000+00:00,handmadeMasks,37.0,747
90,don748,2020-05-13 17:19:25.400000+00:00,faceShields,160.0,748
89,don749,2020-05-13 17:28:48.142000+00:00,faceShields,45.0,749
1521,don750,2020-05-13 18:43:54.075000+00:00,handmadeMasks,50.0,750
1519,don751,2020-05-13 19:58:25.158000+00:00,handmadeMasks,32.0,751
1520,don752,2020-05-13 20:28:27.408000+00:00,faceShields,50.0,752
1518,don753,2020-05-13 20:58:27.799000+00:00,surgicalMasks,980.0,753
1522,don754,2020-05-13 21:28:58.135000+00:00,faceShields,60.0,754
