,rec_id,date,ppe,qty
26310,rec1461,2020-04-09 12:17:00+00:00,surgicalMasks,200.0
26311,rec1461,2020-04-09 12:17:00+00:00,handmadeMasks,200.0
26312,rec1461,2020-04-09 12:17:00+00:00,respirators,200.0
26316,rec1462,2020-04-09 12:17:00+00:00,gowns,100.0
26318,rec1462,2020-04-09 12:17:00+00:00,faceShields,100.0
26323,rec1462,2020-04-09 12:17:00+00:00,disinfectingWipes,25.0
26328,rec1462,2020-04-09 12:17:00+00:00,surgicalMasks,100.0
26330,rec1462,2020-04-09 12:17:00+00:00,respirators,100.0
26334,rec1463,2020-04-09 12:17:00+00:00,gowns,12.0
26336,rec1463,2020-04-09 12:17:00+00:00,faceShields,12.0
26341,rec1463,2020-04-09 12:17:00+00:00,disinfectingWipes,24.0
26346,rec1463,2020-04-09 12:17:00+00:00,surgicalMasks,12.0
26347,rec1463,2020-04-09 12:17:00+00:00,handmadeMasks,12.0
26348,rec1463,2020-04-09 12:17:00+00:00,respirators,12.0
26352,rec1464,2020-04-09 12:20:00+00:00,gowns,10.0
26354,rec1464,2020-04-09 12:20:00+00:00,faceShields,10.0
26359,rec1464,2020-04-09 12:20:00+00:00,disinfectingWipes,200.0
26364,rec1464,2020-04-09 12:20:00+00:00,surgicalMasks,10.0
26366,rec1464,2020-04-09 12:20:00+00:00,respirators,10.0
26370,rec1465,2020-04-09 12:22:00+00:00,gowns,50.0
26372,rec1465,2020-04-09 12:22:00+00:00,faceShields,10.0
26377,rec1465,2020-04-09 12:22:00+00:00,disinfectingWipes,500.0
26382,rec1465,2020-04-09 12:22:00+00:00,surgicalMasks,50.0
26384,rec1465,2020-04-09 12:22:00+00:00,respirators,10.0
26395,rec1466,2020-04-09 12:35:00+00:00,disinfectingWipes,75.0
26400,rec1466,2020-04-09 12:35:00+00:00,surgicalMasks,5.0
26402,rec1466,2020-04-09 12:35:00+00:00,respirators,5.0
26406,rec1467,2020-04-09 12:47:00+00:00,gowns,1000.0
26408,rec1467,2020-04-09 12:47:00+00:00,faceShields,300.0
26413,rec1467,2020-04-09 12:47:00+00:00,disinfectingWipes,2000.0
26418,rec1467,2020-04-09 12:47:00+00:00,surgicalMasks,2000.0
26419,rec1467,2020-04-09 12:47:00+00:00,handmadeMasks,300.0
26420,rec1467,2020-04-09 12:47:00+00:00,respirators,1000.0
26424,rec1468,2020-04-09 12:53:00+00:00,gowns,3000.0
26426,rec1468,2020-04-09 12:53:00+00:00,faceShields,2000.0
26431,rec1468,2020-04-09 12:53:00+00:00,disinfectingWipes,2000.0
26436,rec1468,2020-04-09 12:53:00+00:00,surgicalMasks,3000.0
26456,rec1469,2020-04-09 12:54:00+00:00,respirators,500.0
26460,rec1470,2020-04-09 12:54:00+00:00,gowns,50.0
26462,rec1470,2020-04-09 12:54:00+00:00,faceShields,50.0
26467,rec1470,2020-04-09 12:54:00+00:00,disinfectingWipes,50.0
26472,rec1470,2020-04-09 12:54:00+00:00,surgicalMasks,50.0
26473,rec1470,2020-04-09 12:54:00+00:00,handmadeMasks,50.0
26474,rec1470,2020-04-09 12:54:00+00:00,respirators,50.0
26478,rec1471,2020-04-09 12:56:00+00:00,gowns,40000.0
26480,rec1471,2020-04-09 12:56:00+00:00,faceShields,3000.0
26485,rec1471,2020-04-09 12:56:00+00:00,disinfectingWipes,6000.0
26491,rec1471,2020-04-09 12:56:00+00:00,handmadeMasks,1750.0
26492,rec1471,2020-04-09 12:56:00+00:00,respirators,200000.0
26496,rec1472,2020-04-09 13:09:00+00:00,gowns,1000.0
26498,rec1472,2020-04-09 13:09:00+00:00,faceShields,250.0
26503,rec1472,2020-04-09 13:09:00+00:00,disinfectingWipes,2500.0
26508,rec1472,2020-04-09 13:09:00+00:00,surgicalMasks,2000.0
26510,rec1472,2020-04-09 13:09:00+00:00,respirators,200.0
26514,rec1473,2020-04-09 13:11:00+00:00,gowns,100.0
26516,rec1473,2020-04-09 13:11:00+00:00,faceShields,15.0
26521,rec1473,2020-04-09 13:11:00+00:00,disinfectingWipes,10.0
26526,rec1473,2020-04-09 13:11:00+00:00,surgicalMasks,100.0
26527,rec1473,2020-04-09 13:11:00+00:00,handmadeMasks,10.0
26528,rec1473,2020-04-09 13:11:00+00:00,respirators,50.0
26532,rec1474,2020-04-09 13:19:00+00:00,gowns,20.0
26534,rec1474,2020-04-09 13:19:00+00:00,faceShields,20.0
26539,rec1474,2020-04-09 13:19:00+00:00,disinfectingWipes,1000.0
26544,rec1474,2020-04-09 13:19:00+00:00,surgicalMasks,300.0
26546,rec1474,2020-04-09 13:19:00+00:00,respirators,20.0
26550,rec1475,2020-04-09 13:41:00+00:00,gowns,200.0
26552,rec1475,2020-04-09 13:41:00+00:00,faceShields,50.0
26557,rec1475,2020-04-09 13:41:00+00:00,disinfectingWipes,20.0
26562,rec1475,2020-04-09 13:41:00+00:00,surgicalMasks,500.0
26563,rec1475,2020-04-09 13:41:00+00:00,handmadeMasks,200.0
26564,rec1475,2020-04-09 13:41:00+00:00,respirators,200.0
26568,rec1476,2020-04-09 13:45:00+00:00,gowns,1000.0
26570,rec1476,2020-04-09 13:45:00+00:00,faceShields,500.0
26575,rec1476,2020-04-09 13:45:00+00:00,disinfectingWipes,500.0
26580,rec1476,2020-04-09 13:45:00+00:00,surgicalMasks,5000.0
26582,rec1476,2020-04-09 13:45:00+00:00,respirators,500.0
26586,rec1477,2020-04-09 13:45:00+00:00,gowns,1.0
26588,rec1477,2020-04-09 13:45:00+00:00,faceShields,5.0
26593,rec1477,2020-04-09 13:45:00+00:00,disinfectingWipes,10.0
26598,rec1477,2020-04-09 13:45:00+00:00,surgicalMasks,50.0
26599,rec1477,2020-04-09 13:45:00+00:00,handmadeMasks,5.0
26600,rec1477,2020-04-09 13:45:00+00:00,respirators,5.0
26604,rec1478,2020-04-09 13:52:00+00:00,gowns,2000.0
26606,rec1478,2020-04-09 13:52:00+00:00,faceShields,200.0
26611,rec1478,2020-04-09 13:52:00+00:00,disinfectingWipes,1000.0
26616,rec1478,2020-04-09 13:52:00+00:00,surgicalMasks,2000.0
26617,rec1478,2020-04-09 13:52:00+00:00,handmadeMasks,500.0
26618,rec1478,2020-04-09 13:52:00+00:00,respirators,1000.0
26624,rec1479,2020-04-09 13:54:00+00:00,faceShields,1000.0
26629,rec1479,2020-04-09 13:54:00+00:00,disinfectingWipes,1000.0
26635,rec1479,2020-04-09 13:54:00+00:00,handmadeMasks,1000.0
26636,rec1479,2020-04-09 13:54:00+00:00,respirators,1000.0
26640,rec1480,2020-04-09 13:57:00+00:00,gowns,6000.0
26642,rec1480,2020-04-09 13:57:00+00:00,faceShields,50.0
26647,rec1480,2020-04-09 13:57:00+00:00,disinfectingWipes,10000.0
26652,rec1480,2020-04-09 13:57:00+00:00,surgicalMasks,8000.0
26654,rec1480,2020-04-09 13:57:00+00:00,respirators,4000.0
26658,rec1481,2020-04-09 14:04:00+00:00,gowns,5000.0
26660,rec1481,2020-04-09 14:04:00+00:00,faceShields,1000.0
26670,rec1481,2020-04-09 14:04:00+00:00,surgicalMasks,1000.0
26672,rec1481,2020-04-09 14:04:00+00:00,respirators,1000.0
26676,rec1482,2020-04-09 14:05:00+00:00,gowns,10.0
26678,rec1482,2020-04-09 14:05:00+00:00,faceShields,10.0
26683,rec1482,2020-04-09 14:05:00+00:00,disinfectingWipes,10.0
26688,rec1482,2020-04-09 14:05:00+00:00,surgicalMasks,15.0
26689,rec1482,2020-04-09 14:05:00+00:00,handmadeMasks,10.0
26690,rec1482,2020-04-09 14:05:00+00:00,respirators,10.0
26696,rec1483,2020-04-09 14:05:00+00:00,faceShields,10.0
26701,rec1483,2020-04-09 14:05:00+00:00,disinfectingWipes,5.0
26706,rec1483,2020-04-09 14:05:00+00:00,surgicalMasks,10.0
26707,rec1483,2020-04-09 14:05:00+00:00,handmadeMasks,5.0
26708,rec1483,2020-04-09 14:05:00+00:00,respirators,10.0
26712,rec1484,2020-04-09 14:08:00+00:00,gowns,50.0
26719,rec1484,2020-04-09 14:08:00+00:00,disinfectingWipes,50.0
26737,rec1485,2020-04-09 14:08:00+00:00,disinfectingWipes,1.0
26743,rec1485,2020-04-09 14:08:00+00:00,handmadeMasks,2.0
26744,rec1485,2020-04-09 14:08:00+00:00,respirators,2.0
26748,rec1486,2020-04-09 14:12:00+00:00,gowns,10.0
26750,rec1486,2020-04-09 14:12:00+00:00,faceShields,2.0
26755,rec1486,2020-04-09 14:12:00+00:00,disinfectingWipes,3.0
26760,rec1486,2020-04-09 14:12:00+00:00,surgicalMasks,10.0
26761,rec1486,2020-04-09 14:12:00+00:00,handmadeMasks,10.0
26762,rec1486,2020-04-09 14:12:00+00:00,respirators,4.0
26766,rec1487,2020-04-09 14:18:00+00:00,gowns,1000.0
26768,rec1487,2020-04-09 14:18:00+00:00,faceShields,100.0
26773,rec1487,2020-04-09 14:18:00+00:00,disinfectingWipes,1000.0
26778,rec1487,2020-04-09 14:18:00+00:00,surgicalMasks,1000.0
26780,rec1487,2020-04-09 14:18:00+00:00,respirators,50.0
26784,rec1488,2020-04-09 14:18:00+00:00,gowns,300000.0
26786,rec1488,2020-04-09 14:18:00+00:00,faceShields,20000.0
26791,rec1488,2020-04-09 14:18:00+00:00,disinfectingWipes,10000.0
26796,rec1488,2020-04-09 14:18:00+00:00,surgicalMasks,150000.0
26797,rec1488,2020-04-09 14:18:00+00:00,handmadeMasks,1000.0
26798,rec1488,2020-04-09 14:18:00+00:00,respirators,50000.0
26802,rec1489,2020-04-09 14:22:00+00:00,gowns,500.0
26804,rec1489,2020-04-09 14:22:00+00:00,faceShields,500.0
26809,rec1489,2020-04-09 14:22:00+00:00,disinfectingWipes,800.0
26814,rec1489,2020-04-09 14:22:00+00:00,surgicalMasks,1000.0
26815,rec1489,2020-04-09 14:22:00+00:00,handmadeMasks,400.0
26816,rec1489,2020-04-09 14:22:00+00:00,respirators,500.0
26827,rec1490,2020-04-09 14:26:00+00:00,disinfectingWipes,50.0
26832,rec1490,2020-04-09 14:26:00+00:00,surgicalMasks,50.0
26833,rec1490,2020-04-09 14:26:00+00:00,handmadeMasks,4.0
26834,rec1490,2020-04-09 14:26:00+00:00,respirators,4.0
26838,rec1491,2020-04-09 14:32:00+00:00,gowns,5.0
26840,rec1491,2020-04-09 14:32:00+00:00,faceShields,2.0
26845,rec1491,2020-04-09 14:32:00+00:00,disinfectingWipes,10.0
26851,rec1491,2020-04-09 14:32:00+00:00,handmadeMasks,10.0
26852,rec1491,2020-04-09 14:32:00+00:00,respirators,10.0
26856,rec1492,2020-04-09 14:38:00+00:00,gowns,10000.0
26858,rec1492,2020-04-09 14:38:00+00:00,faceShields,1000.0
26863,rec1492,2020-04-09 14:38:00+00:00,disinfectingWipes,1000.0
26870,rec1492,2020-04-09 14:38:00+00:00,respirators,12600.0
26877,rec1493,2020-04-09 14:38:00+00:00,thermometers,2.0
26881,rec1493,2020-04-09 14:38:00+00:00,disinfectingWipes,4.0
26886,rec1493,2020-04-09 14:38:00+00:00,surgicalMasks,75.0
26887,rec1493,2020-04-09 14:38:00+00:00,handmadeMasks,15.0
26888,rec1493,2020-04-09 14:38:00+00:00,respirators,10.0
26889,rec1493,2020-04-09 14:38:00+00:00,nitrileGloves,6.0
26892,rec1494,2020-04-09 14:49:00+00:00,gowns,1.0
26894,rec1494,2020-04-09 14:49:00+00:00,faceShields,1.0
26906,rec1494,2020-04-09 14:49:00+00:00,respirators,1.0
26910,rec1495,2020-04-09 14:51:00+00:00,gowns,4.0
26912,rec1495,2020-04-09 14:51:00+00:00,faceShields,4.0
26917,rec1495,2020-04-09 14:51:00+00:00,disinfectingWipes,100.0
26923,rec1495,2020-04-09 14:51:00+00:00,handmadeMasks,4.0
26924,rec1495,2020-04-09 14:51:00+00:00,respirators,10.0
26928,rec1496,2020-04-09 15:01:00+00:00,gowns,100.0
26935,rec1496,2020-04-09 15:01:00+00:00,disinfectingWipes,20.0
26942,rec1496,2020-04-09 15:01:00+00:00,respirators,30.0
26946,rec1497,2020-04-09 15:17:00+00:00,gowns,50.0
26948,rec1497,2020-04-09 15:17:00+00:00,faceShields,15.0
26953,rec1497,2020-04-09 15:17:00+00:00,disinfectingWipes,20.0
26958,rec1497,2020-04-09 15:17:00+00:00,surgicalMasks,15.0
26960,rec1497,2020-04-09 15:17:00+00:00,respirators,50.0
26964,rec1498,2020-04-09 15:19:00+00:00,gowns,500.0
26971,rec1498,2020-04-09 15:19:00+00:00,disinfectingWipes,24.0
26976,rec1498,2020-04-09 15:19:00+00:00,surgicalMasks,500.0
26977,rec1498,2020-04-09 15:19:00+00:00,handmadeMasks,100.0
26978,rec1498,2020-04-09 15:19:00+00:00,respirators,150.0
26982,rec1499,2020-04-09 15:20:00+00:00,gowns,100.0
26983,rec1499,2020-04-09 15:20:00+00:00,handSanitizer,100.0
26984,rec1499,2020-04-09 15:20:00+00:00,faceShields,100.0
26985,rec1499,2020-04-09 15:20:00+00:00,thermometers,50.0
26989,rec1499,2020-04-09 15:20:00+00:00,disinfectingWipes,250.0
26991,rec1499,2020-04-09 15:20:00+00:00,disposableBooties,100.0
26994,rec1499,2020-04-09 15:20:00+00:00,surgicalMasks,300.0
26995,rec1499,2020-04-09 15:20:00+00:00,handmadeMasks,170.0
26997,rec1499,2020-04-09 15:20:00+00:00,nitrileGloves,300.0
27000,rec1500,2020-04-09 15:24:00+00:00,gowns,100.0
27002,rec1500,2020-04-09 15:24:00+00:00,faceShields,100.0
27007,rec1500,2020-04-09 15:24:00+00:00,disinfectingWipes,50.0
27012,rec1500,2020-04-09 15:24:00+00:00,surgicalMasks,100.0
27013,rec1500,2020-04-09 15:24:00+00:00,handmadeMasks,100.0
27014,rec1500,2020-04-09 15:24:00+00:00,respirators,100.0
27019,rec1501,2020-04-09 15:25:00+00:00,handSanitizer,3.0
27025,rec1501,2020-04-09 15:25:00+00:00,disinfectingWipes,5.0
27030,rec1501,2020-04-09 15:25:00+00:00,surgicalMasks,100.0
27036,rec1502,2020-04-09 15:38:00+00:00,gowns,1000.0
27038,rec1502,2020-04-09 15:38:00+00:00,faceShields,100.0
27043,rec1502,2020-04-09 15:38:00+00:00,disinfectingWipes,5000.0
27048,rec1502,2020-04-09 15:38:00+00:00,surgicalMasks,5000.0
27049,rec1502,2020-04-09 15:38:00+00:00,handmadeMasks,50.0
27050,rec1502,2020-04-09 15:38:00+00:00,respirators,1000.0
27054,rec1503,2020-04-09 15:44:00+00:00,gowns,50.0
27056,rec1503,2020-04-09 15:44:00+00:00,faceShields,50.0
27061,rec1503,2020-04-09 15:44:00+00:00,disinfectingWipes,5.0
27066,rec1503,2020-04-09 15:44:00+00:00,surgicalMasks,50.0
27067,rec1503,2020-04-09 15:44:00+00:00,handmadeMasks,10.0
27068,rec1503,2020-04-09 15:44:00+00:00,respirators,25.0
27072,rec1504,2020-04-09 15:52:00+00:00,gowns,10.0
27074,rec1504,2020-04-09 15:52:00+00:00,faceShields,5.0
27079,rec1504,2020-04-09 15:52:00+00:00,disinfectingWipes,5.0
27084,rec1504,2020-04-09 15:52:00+00:00,surgicalMasks,5.0
27085,rec1504,2020-04-09 15:52:00+00:00,handmadeMasks,5.0
27086,rec1504,2020-04-09 15:52:00+00:00,respirators,10.0
27090,rec1505,2020-04-09 15:54:00+00:00,gowns,50.0
27092,rec1505,2020-04-09 15:54:00+00:00,faceShields,100.0
27097,rec1505,2020-04-09 15:54:00+00:00,disinfectingWipes,50.0
27103,rec1505,2020-04-09 15:54:00+00:00,handmadeMasks,40.0
27104,rec1505,2020-04-09 15:54:00+00:00,respirators,100.0
27108,rec1506,2020-04-09 16:08:00+00:00,gowns,50000.0
27110,rec1506,2020-04-09 16:08:00+00:00,faceShields,10000.0
27115,rec1506,2020-04-09 16:08:00+00:00,disinfectingWipes,10000.0
27120,rec1506,2020-04-09 16:08:00+00:00,surgicalMasks,10000.0
27122,rec1506,2020-04-09 16:08:00+00:00,respirators,50000.0
27128,rec1507,2020-04-09 16:10:00+00:00,faceShields,60.0
27151,rec1508,2020-04-09 16:16:00+00:00,disinfectingWipes,2.0
27158,rec1508,2020-04-09 16:16:00+00:00,respirators,1700.0
27162,rec1509,2020-04-09 16:16:00+00:00,gowns,1440.0
27164,rec1509,2020-04-09 16:16:00+00:00,faceShields,50.0
27169,rec1509,2020-04-09 16:16:00+00:00,disinfectingWipes,25.0
27174,rec1509,2020-04-09 16:16:00+00:00,surgicalMasks,50.0
27175,rec1509,2020-04-09 16:16:00+00:00,handmadeMasks,50.0
27176,rec1509,2020-04-09 16:16:00+00:00,respirators,50.0
27180,rec1510,2020-04-09 16:20:00+00:00,gowns,200.0
27182,rec1510,2020-04-09 16:20:00+00:00,faceShields,50.0
27187,rec1510,2020-04-09 16:20:00+00:00,disinfectingWipes,500.0
27192,rec1510,2020-04-09 16:20:00+00:00,surgicalMasks,200.0
27193,rec1510,2020-04-09 16:20:00+00:00,handmadeMasks,100.0
27194,rec1510,2020-04-09 16:20:00+00:00,respirators,200.0
27198,rec1511,2020-04-09 16:21:00+00:00,gowns,10.0
27200,rec1511,2020-04-09 16:21:00+00:00,faceShields,1.0
27212,rec1511,2020-04-09 16:21:00+00:00,respirators,10.0
27216,rec1512,2020-04-09 16:26:00+00:00,gowns,3.0
27218,rec1512,2020-04-09 16:26:00+00:00,faceShields,7.0
27223,rec1512,2020-04-09 16:26:00+00:00,disinfectingWipes,7.0
27228,rec1512,2020-04-09 16:26:00+00:00,surgicalMasks,7.0
27229,rec1512,2020-04-09 16:26:00+00:00,handmadeMasks,7.0
27230,rec1512,2020-04-09 16:26:00+00:00,respirators,6.0
27234,rec1513,2020-04-09 16:29:00+00:00,gowns,5000.0
27236,rec1513,2020-04-09 16:29:00+00:00,faceShields,5000.0
27241,rec1513,2020-04-09 16:29:00+00:00,disinfectingWipes,5000.0
27246,rec1513,2020-04-09 16:29:00+00:00,surgicalMasks,5000.0
27247,rec1513,2020-04-09 16:29:00+00:00,handmadeMasks,5000.0
27248,rec1513,2020-04-09 16:29:00+00:00,respirators,97000.0
27252,rec1514,2020-04-09 16:32:00+00:00,gowns,5000.0
27254,rec1514,2020-04-09 16:32:00+00:00,faceShields,5000.0
27259,rec1514,2020-04-09 16:32:00+00:00,disinfectingWipes,5000.0
27264,rec1514,2020-04-09 16:32:00+00:00,surgicalMasks,5000.0
27265,rec1514,2020-04-09 16:32:00+00:00,handmadeMasks,5000.0
27266,rec1514,2020-04-09 16:32:00+00:00,respirators,5000.0
27270,rec1515,2020-04-09 16:33:00+00:00,gowns,5000.0
27272,rec1515,2020-04-09 16:33:00+00:00,faceShields,5000.0
27277,rec1515,2020-04-09 16:33:00+00:00,disinfectingWipes,5000.0
27282,rec1515,2020-04-09 16:33:00+00:00,surgicalMasks,5000.0
27283,rec1515,2020-04-09 16:33:00+00:00,handmadeMasks,5000.0
27284,rec1515,2020-04-09 16:33:00+00:00,respirators,5000.0
27288,rec1516,2020-04-09 16:36:00+00:00,gowns,5000.0
27290,rec1516,2020-04-09 16:36:00+00:00,faceShields,5000.0
27295,rec1516,2020-04-09 16:36:00+00:00,disinfectingWipes,5000.0
27300,rec1516,2020-04-09 16:36:00+00:00,surgicalMasks,5000.0
27301,rec1516,2020-04-09 16:36:00+00:00,handmadeMasks,5000.0
27302,rec1516,2020-04-09 16:36:00+00:00,respirators,5000.0
27306,rec1517,2020-04-09 16:39:00+00:00,gowns,400.0
27308,rec1517,2020-04-09 16:39:00+00:00,faceShields,100.0
27313,rec1517,2020-04-09 16:39:00+00:00,disinfectingWipes,100.0
27318,rec1517,2020-04-09 16:39:00+00:00,surgicalMasks,100.0
27320,rec1517,2020-04-09 16:39:00+00:00,respirators,400.0
27324,rec1518,2020-04-09 16:39:00+00:00,gowns,5000.0
27326,rec1518,2020-04-09 16:39:00+00:00,faceShields,5000.0
27331,rec1518,2020-04-09 16:39:00+00:00,disinfectingWipes,5000.0
27336,rec1518,2020-04-09 16:39:00+00:00,surgicalMasks,5000.0
27337,rec1518,2020-04-09 16:39:00+00:00,handmadeMasks,5000.0
27338,rec1518,2020-04-09 16:39:00+00:00,respirators,5000.0
27342,rec1519,2020-04-09 16:41:00+00:00,gowns,5000.0
27344,rec1519,2020-04-09 16:41:00+00:00,faceShields,5000.0
27349,rec1519,2020-04-09 16:41:00+00:00,disinfectingWipes,5000.0
27354,rec1519,2020-04-09 16:41:00+00:00,surgicalMasks,5000.0
27355,rec1519,2020-04-09 16:41:00+00:00,handmadeMasks,5000.0
27356,rec1519,2020-04-09 16:41:00+00:00,respirators,5000.0
27360,rec1520,2020-04-09 16:42:00+00:00,gowns,5000.0
27362,rec1520,2020-04-09 16:42:00+00:00,faceShields,5000.0
27367,rec1520,2020-04-09 16:42:00+00:00,disinfectingWipes,5000.0
27372,rec1520,2020-04-09 16:42:00+00:00,surgicalMasks,5000.0
27373,rec1520,2020-04-09 16:42:00+00:00,handmadeMasks,5000.0
27374,rec1520,2020-04-09 16:42:00+00:00,respirators,5000.0
27378,rec1521,2020-04-09 16:42:00+00:00,gowns,250.0
27380,rec1521,2020-04-09 16:42:00+00:00,faceShields,250.0
27385,rec1521,2020-04-09 16:42:00+00:00,disinfectingWipes,2000.0
27390,rec1521,2020-04-09 16:42:00+00:00,surgicalMasks,1000.0
27391,rec1521,2020-04-09 16:42:00+00:00,handmadeMasks,20.0
27392,rec1521,2020-04-09 16:42:00+00:00,respirators,250.0
27396,rec1522,2020-04-09 16:43:00+00:00,gowns,5000.0
27398,rec1522,2020-04-09 16:43:00+00:00,faceShields,5000.0
27403,rec1522,2020-04-09 16:43:00+00:00,disinfectingWipes,5000.0
27408,rec1522,2020-04-09 16:43:00+00:00,surgicalMasks,5000.0
27409,rec1522,2020-04-09 16:43:00+00:00,handmadeMasks,5000.0
27410,rec1522,2020-04-09 16:43:00+00:00,respirators,5000.0
27414,rec1523,2020-04-09 16:45:00+00:00,gowns,5000.0
27416,rec1523,2020-04-09 16:45:00+00:00,faceShields,5000.0
27421,rec1523,2020-04-09 16:45:00+00:00,disinfectingWipes,5000.0
27426,rec1523,2020-04-09 16:45:00+00:00,surgicalMasks,5000.0
27427,rec1523,2020-04-09 16:45:00+00:00,handmadeMasks,5000.0
27428,rec1523,2020-04-09 16:45:00+00:00,respirators,5000.0
27432,rec1524,2020-04-09 16:47:00+00:00,gowns,4000.0
27434,rec1524,2020-04-09 16:47:00+00:00,faceShields,4000.0
27439,rec1524,2020-04-09 16:47:00+00:00,disinfectingWipes,400.0
27444,rec1524,2020-04-09 16:47:00+00:00,surgicalMasks,4000.0
27445,rec1524,2020-04-09 16:47:00+00:00,handmadeMasks,4000.0
27446,rec1524,2020-04-09 16:47:00+00:00,respirators,4000.0
27450,rec1525,2020-04-09 16:50:00+00:00,gowns,25.0
27452,rec1525,2020-04-09 16:50:00+00:00,faceShields,25.0
27462,rec1525,2020-04-09 16:50:00+00:00,surgicalMasks,25.0
27464,rec1525,2020-04-09 16:50:00+00:00,respirators,25.0
27475,rec1526,2020-04-09 16:55:00+00:00,disinfectingWipes,5.0
27486,rec1527,2020-04-09 16:55:00+00:00,gowns,10.0
27488,rec1527,2020-04-09 16:55:00+00:00,faceShields,10.0
27493,rec1527,2020-04-09 16:55:00+00:00,disinfectingWipes,2.0
27498,rec1527,2020-04-09 16:55:00+00:00,surgicalMasks,10.0
27500,rec1527,2020-04-09 16:55:00+00:00,respirators,10.0
27504,rec1528,2020-04-09 16:58:00+00:00,gowns,5000.0
27506,rec1528,2020-04-09 16:58:00+00:00,faceShields,5000.0
27511,rec1528,2020-04-09 16:58:00+00:00,disinfectingWipes,500.0
27516,rec1528,2020-04-09 16:58:00+00:00,surgicalMasks,50000.0
27518,rec1528,2020-04-09 16:58:00+00:00,respirators,2500.0
27522,rec1529,2020-04-09 17:03:00+00:00,gowns,500.0
27524,rec1529,2020-04-09 17:03:00+00:00,faceShields,500.0
27529,rec1529,2020-04-09 17:03:00+00:00,disinfectingWipes,100.0
27534,rec1529,2020-04-09 17:03:00+00:00,surgicalMasks,500.0
27535,rec1529,2020-04-09 17:03:00+00:00,handmadeMasks,500.0
27536,rec1529,2020-04-09 17:03:00+00:00,respirators,500.0
27542,rec1530,2020-04-09 17:03:00+00:00,faceShields,10.0
27547,rec1530,2020-04-09 17:03:00+00:00,disinfectingWipes,10.0
27552,rec1530,2020-04-09 17:03:00+00:00,surgicalMasks,100.0
27553,rec1530,2020-04-09 17:03:00+00:00,handmadeMasks,25.0
27554,rec1530,2020-04-09 17:03:00+00:00,respirators,25.0
27558,rec1531,2020-04-09 17:06:00+00:00,gowns,600.0
27560,rec1531,2020-04-09 17:06:00+00:00,faceShields,30.0
27565,rec1531,2020-04-09 17:06:00+00:00,disinfectingWipes,20.0
27572,rec1531,2020-04-09 17:06:00+00:00,respirators,400.0
27576,rec1532,2020-04-09 17:31:00+00:00,gowns,30.0
27578,rec1532,2020-04-09 17:31:00+00:00,faceShields,30.0
27583,rec1532,2020-04-09 17:31:00+00:00,disinfectingWipes,30.0
27588,rec1532,2020-04-09 17:31:00+00:00,surgicalMasks,30.0
27589,rec1532,2020-04-09 17:31:00+00:00,handmadeMasks,30.0
27590,rec1532,2020-04-09 17:31:00+00:00,respirators,30.0
27594,rec1533,2020-04-09 17:32:00+00:00,gowns,100.0
27596,rec1533,2020-04-09 17:32:00+00:00,faceShields,30.0
27601,rec1533,2020-04-09 17:32:00+00:00,disinfectingWipes,30.0
27606,rec1533,2020-04-09 17:32:00+00:00,surgicalMasks,100.0
27607,rec1533,2020-04-09 17:32:00+00:00,handmadeMasks,20.0
27608,rec1533,2020-04-09 17:32:00+00:00,respirators,20.0
27612,rec1534,2020-04-09 17:47:00+00:00,gowns,300.0
27614,rec1534,2020-04-09 17:47:00+00:00,faceShields,300.0
27619,rec1534,2020-04-09 17:47:00+00:00,disinfectingWipes,300.0
27624,rec1534,2020-04-09 17:47:00+00:00,surgicalMasks,200.0
27626,rec1534,2020-04-09 17:47:00+00:00,respirators,300.0
27630,rec1535,2020-04-09 18:26:00+00:00,gowns,500.0
27632,rec1535,2020-04-09 18:26:00+00:00,faceShields,500.0
27637,rec1535,2020-04-09 18:26:00+00:00,disinfectingWipes,50.0
27642,rec1535,2020-04-09 18:26:00+00:00,surgicalMasks,500.0
27643,rec1535,2020-04-09 18:26:00+00:00,handmadeMasks,200.0
27644,rec1535,2020-04-09 18:26:00+00:00,respirators,500.0
27648,rec1536,2020-04-09 18:30:00+00:00,gowns,500.0
27650,rec1536,2020-04-09 18:30:00+00:00,faceShields,200.0
27655,rec1536,2020-04-09 18:30:00+00:00,disinfectingWipes,1000.0
27660,rec1536,2020-04-09 18:30:00+00:00,surgicalMasks,500.0
27661,rec1536,2020-04-09 18:30:00+00:00,handmadeMasks,200.0
27662,rec1536,2020-04-09 18:30:00+00:00,respirators,200.0
27666,rec1537,2020-04-09 18:34:00+00:00,gowns,200.0
27678,rec1537,2020-04-09 18:34:00+00:00,surgicalMasks,350.0
27680,rec1537,2020-04-09 18:34:00+00:00,respirators,250.0
27684,rec1538,2020-04-09 19:02:00+00:00,gowns,100.0
27686,rec1538,2020-04-09 19:02:00+00:00,faceShields,70.0
27687,rec1538,2020-04-09 19:02:00+00:00,thermometers,50.0
27691,rec1538,2020-04-09 19:02:00+00:00,disinfectingWipes,60.0
27698,rec1538,2020-04-09 19:02:00+00:00,respirators,100.0
27702,rec1539,2020-04-09 19:25:00+00:00,gowns,2.0
27704,rec1539,2020-04-09 19:25:00+00:00,faceShields,8.0
27709,rec1539,2020-04-09 19:25:00+00:00,disinfectingWipes,6.0
27714,rec1539,2020-04-09 19:25:00+00:00,surgicalMasks,2.0
27715,rec1539,2020-04-09 19:25:00+00:00,handmadeMasks,10.0
